ID_Pessoa,Idade,Renda,Tipo_de_Residência,Tempo_de_trabalho,ID_Emprestimo,Intenção_do_emprestimo,Grau_emprestimo,Quantidade_emprestimo,Taxa_juros,Estado_emprestimo,Renda_percentual,ID_historico,inadimplencia,tempo_historico_de_credito
vkAUoTcv-p6Mx,28,46000,Hipotecada,2,L2kSzpSX-jjIe,Pessoal,B,4000,11.48,0,0.09,a5PgbNzQ-nDB2,N,5
921FXdnq-E4Nu,31,64500,Hipotecada,5,JrbWScLb-9QI1,Educação,A,7000,7.88,0,0.11,7k0O5oo4-ECB2,N,5
aEHxlRQl-UuYK,48,128000,Aluguel,0,Ilrf8mNX-urjo,Educação,D,7500,17.49,1,0.06,OYJQb8j3-FhXv,Y,11
Z3N05o5j-74p9,27,60000,Hipotecada,6,4ti6SyNC-4krA,Investimento,B,5100,11.49,0,0.09,6dH2obNc-D2Bp,N,6
7KOliBSd-Tx41,31,60000,Aluguel,11,Cb2NKry7-GbH8,Educação,B,15000,11.71,0,0.25,2rdPiQTg-E8m8,N,7
3Ei3S4tf-YZta,32,65000,Aluguel,2,sdN0yyS1-pGa8,Investimento,C,4200,14.79,0,0.06,Epvpxc7U-kRGh,N,10
GOc1lkWa-3SN0,22,33250,Aluguel,0,fhG7dPni-zHGz,Educação,D,2800,15.62,1,0.08,s9rxcCWk-3qir,Y,3
e9OLlRjP-YDro,25,46350,Hipotecada,0,SAKnBJQd-pTgo,Investimento,B,9750,10,0,0.21,KdP09prQ-kHiU,N,3
BfPcct5n-bO8h,30,43992,Aluguel,2,TF7j4U0u-UJgn,Pessoal,D,15000,13.24,1,0.34,ADlOKTXl-ovx6,N,7
jNvj7D8j-CeA4,24,45000,Aluguel,7,OCORyMdU-SnZi,"Quitação de dividas",D,9600,15.31,1,0.21,6zbC1Nek-AYwB,Y,3
WoJocGm5-jqm7,28,58200,Hipotecada,8,LIUnXTSP-Ypg4,Pessoal,B,4500,11.12,0,0.08,ccdjOrGa-DGjx,N,7
XCbrgYym-8vBz,25,48996,Aluguel,9,OgzHs8n2-nLyG,Médico,D,10000,14.54,1,0.2,EoQ6W7UM-uMAp,Y,2
yTfmvZLP-N7sc,30,54000,Hipotecada,12,T5Euxm9S-hRWt,Médico,C,15000,14.72,0,0.28,0J7uyJCG-6pap,Y,9
dClcf9fk-2QTU,29,96500,Aluguel,13,JP0Stugl-Nz3N,Pessoal,B,10000,8.88,0,0.1,Evgnpmym-F47w,N,8
CQOv9p7F-dof0,23,34600,Hipotecada,5,cR2iOwWZ-mplU,Educação,B,6800,12.69,0,0.2,jpvrt6y5-Kra4,N,4
i3vEcwxR-PS9j,29,99000,Aluguel,1,FPDsbgpx-0hY9,Investimento,B,7000,11.11,0,0.07,kN1PMT7u-0eth,N,10
zhOXPfKv-cSER,33,48000,Hipotecada,9,X7DIGaKz-4mJz,Educação,A,7500,6.03,0,0.16,oxCC3W8p-NOzU,N,10
u38et8Ax-HGe0,32,70400,Hipotecada,3,sF7Q6yco-6rQs,Pessoal,A,13000,7.88,0,0.18,4zCJ3fe5-S5fy,N,9
uBSDDG5a-n4Z7,27,113400,Própria,6,8R2sEHys-C8kR,Investimento,B,2100,11.99,0,0.02,G5kMxObv-5RDb,N,7
xsYezUWE-8p2t,24,31200,Aluguel,7,p0k9h4pA-zv4Q,Pessoal,B,9000,10.38,0,0.29,mQPox1WB-kqkT,N,4
01YXG5Wu-6eUO,26,155000,Aluguel,7,G8dXXgme-h7b8,"Quitação de dividas",B,24000,10.99,0,0.15,vzXp2ZX5-Yy2s,N,4
Pad4MnkI-BhSY,23,38400,Aluguel,7,THsGhTCa-yID7,Pessoal,B,4000,10.59,0,0.1,QjpkcJm9-TWM4,N,2
KoqRGc20-QS8Z,31,66000,Hipotecada,8,qGk9WU7r-uN1F,Investimento,A,4200,7.49,0,0.06,1bkCaolY-En8l,N,7
sUmtEysq-KdpA,27,150000,Hipotecada,11,3RdJqb81-aD0M,Pessoal,A,9000,9.63,0,0.06,PAjsvF9g-My2d,N,10
5pP9MHRw-L7ka,26,53000,Aluguel,4,1ZXnQz3R-HAA9,Investimento,B,6800,9.91,0,0.13,unMKuGE6-pnoo,N,3
j97cXv9l-1e9o,33,86000,Hipotecada,6,ux1yTqB0-Ewe6,"Quitação de dividas",C,3600,13.98,1,0.04,4QD78Jw0-viaM,N,5
JwTFHpSD-JM6X,24,35004,Própria,8,fKo7nLq0-HrgI,"Quitação de dividas",D,8000,14.96,0,0.23,09CM2lIC-S77n,N,4
OxMJ02Dx-hMZO,25,62000,Aluguel,0,rGQrY5rs-byPK,"Quitação de dividas",C,14400,13.47,0,0.23,BWGd1x2d-Fe0w,Y,3
P4Toflsc-IPnd,28,76992,Hipotecada,8,tf64KCsL-b5Rs,Educação,B,1800,12.18,0,0.02,DujMT20B-st2R,N,8
v4b7CpX9-7fpX,27,244000,Outro,0,9xolyyq8-Bs24,Investimento,D,15000,14.42,0,0.06,z0USHhFE-sYcp,Y,5
gnk65LTI-AvFv,27,60000,Hipotecada,0,ypDZ96cx-4Alq,"Quitação de dividas",A,7000,7.43,0,0.12,7nMjWlkM-bdrf,N,9
xEcUw5XU-8h9x,27,75000,Hipotecada,11,r962xk9z-b0YF,Educação,E,21000,15.2,0,0.28,FLlYGcLe-8Fn8,N,8
SKwP26Kg-Ki4O,27,75000,Hipotecada,0,lyXMcohb-8FQM,Pessoal,A,7500,8.9,0,0.1,ZXILKXm7-gGKH,N,10
s35PuRuK-m0Rn,22,88000,Aluguel,6,PbA4rBjq-ooxH,Investimento,B,28000,9.91,1,0.32,Qmbi9lEM-BQzA,N,3
Q4qotaUD-vNxU,22,52500,Hipotecada,6,6NXti8rl-qxgY,Investimento,C,8000,15.23,0,0.15,7SNrcUxm-wxWE,Y,4
Ehsriwo9-mswH,27,91224,Hipotecada,6,WEoNjTFZ-c9N1,Médico,A,15000,7.88,0,0.16,eenslLKK-PsRh,N,10
8gXfKvbt-6ZZh,47,100000,Hipotecada,4,gv7d4Ta1-XWIl,Educação,B,2500,9.99,0,0.03,cKO5RDvD-3QT7,N,15
Q66txWOE-0mRB,31,60000,Hipotecada,2,719EJDUm-6SMY,"Melhoramento do lar",B,9000,12.69,0,0.15,wek96Bic-WBMe,N,8
C78MXLYB-J2Xh,22,80000,Aluguel,5,6TW4FQRU-luvd,"Quitação de dividas",B,3600,12.69,0,0.04,LnAmJDBg-BlNG,N,3
3RSbNWoS-PQvN,25,71004,Aluguel,9,oSLl9WtX-vXyk,Pessoal,D,20000,14.09,0,0.28,deGjUcJG-nmzy,N,2
yDXARqiN-4D04,22,67500,Aluguel,2,QoBRUPUt-wNeI,"Quitação de dividas",A,5000,7.74,0,0.07,eNbt46Bz-h2p1,N,4
JJKjNN3w-Jcfn,21,10000,Própria,6,wR19lYiR-ij6m,Investimento,D,1600,14.74,1,0.16,Jn7wWhpq-ef5H,N,3
bQrR3UP3-e2Uc,31,24600,Aluguel,5,E0D0Ht2G-8Qf0,Educação,C,2000,13.61,0,0.08,8rIwvCoH-Jv81,Y,5
rkLzPkQZ-J8OM,26,88200,Hipotecada,9,ONzoD9hD-dr1Z,"Melhoramento do lar",B,3000,10.59,0,0.03,ODsN8OFK-Np3O,N,4
snl9Tcw5-vkzP,22,42500,Hipotecada,6,Pujnaq2p-YEpn,Médico,E,7000,15.57,1,0.16,rlkBxxWf-JT3I,Y,4
D79ngmPp-HUgX,24,65000,Aluguel,0,W7JIl6qZ-CIlT,Investimento,B,7000,11.83,0,0.11,MvrUphj0-i6LX,N,3
GaWN6lFj-YBHE,22,24000,Aluguel,0,sxrrDP7g-svuE,Pessoal,B,2100,12.21,0,0.09,AE2X4BjZ-fS5L,N,2
xfa2Iu5H-0Dfh,64,24000,Aluguel,1,qCukJYFO-hoQv,Médico,A,3000,6.99,0,0.13,3ug1XBqW-xpPo,N,21
NTPcy05E-C4Nl,39,96500,Aluguel,4,SA8HI0BG-Nvwg,"Quitação de dividas",D,14400,15.2,1,0.15,S6SLG8Od-mc9D,N,11
w9Ut4BL0-GnGe,29,80000,Aluguel,3,9YZIHe6Q-2HfB,Pessoal,B,21000,10.99,0,0.26,pzjlc3x5-Blz9,N,6
f77nO7Cm-PxPo,31,135000,Hipotecada,12,7lSXPr1k-nhdZ,Médico,C,15000,13.85,0,0.11,YvyZI7e9-h8lp,N,10
fvvbjQbn-tlkr,25,70000,Própria,4,HCK0HpB5-iIXU,Pessoal,A,4000,7.42,0,0.06,eG4OCGPZ-IqNS,N,2
B9AE68Ak-SlzW,35,30000,Aluguel,0,uCyrKiII-DMLy,Médico,A,6475,5.42,0,0.22,Q5giblXQ-sEas,N,6
DGD7xYdp-LC12,25,51000,Aluguel,1,QUFTEOeu-IyoU,"Quitação de dividas",B,2700,9.7,0,0.05,ckMLGAtA-w9SF,N,2
gdtm89FR-PU3P,28,34000,Hipotecada,12,uPyAEuZ4-vuGy,Médico,D,3500,15.58,1,0.1,oULnMbQ3-BMWe,N,6
8f87NNNP-eBw4,22,27000,Própria,3,T5WBhBp8-k9gT,Investimento,B,10800,10.74,0,0.4,S6d4jtrS-p4Ho,N,3
rv0KOWFQ-82rq,23,33000,Aluguel,0,zMyfDSYO-1EMJ,Pessoal,B,7800,10.95,1,0.24,D8oThnET-Plwl,N,2
zxCGhTWQ-EDdT,41,55000,Aluguel,3,Ehly48Wj-Ban7,Investimento,A,1500,5.99,0,0.03,H8yjj337-3PMq,N,15
yv1XZug2-ctKO,24,40000,Aluguel,6,ehPzoqDF-FThS,Pessoal,C,2500,15.27,0,0.06,lOvR5UHf-Wsur,N,3
hHoyQbth-N61L,30,38400,Aluguel,2,CHz6kSxh-frE1,Pessoal,B,9800,11.48,0,0.26,uZeanEJQ-q5l4,N,5
GlHIxtWn-OgRu,27,39000,Aluguel,1,NHiWr3Qq-IWoA,Pessoal,B,4000,10.74,0,0.1,MMdQ7Fmx-IobB,N,9
gpGOq45F-1qN3,27,30000,Aluguel,0,IfIRRxRv-1KZZ,Médico,C,4500,14.65,0,0.15,EpLeJbC1-LmYl,N,9
rkz3mGtH-E37r,25,43000,Aluguel,6,4bzaGDpM-tSy5,Pessoal,A,5000,7.51,0,0.12,tyGlDC8m-6zPG,N,3
odkLPKu5-KfbM,28,35496,Hipotecada,5,mMk6L4ve-P4k4,"Quitação de dividas",B,5500,11.49,0,0.15,niQDFQjf-alck,N,5
h2R2nlh4-xa1U,23,69000,Aluguel,7,ekdKNFwr-mwhL,Pessoal,B,9000,11.49,0,0.13,J314YT8P-52Wo,N,2
WPsQFd0m-wPJU,24,64000,Hipotecada,7,ipknzu2E-wIbI,"Melhoramento do lar",C,16000,14.65,1,0.25,F8BKmQps-jssQ,N,2
GcMdQytt-RiDk,26,44000,Aluguel,4,jLf4w7ic-LtIq,"Melhoramento do lar",G,12500,22.11,1,0.28,IXED4HIj-AfDg,Y,2
z4DsDajU-LOwX,24,36000,Aluguel,5,XYMDaOF2-RFlR,Investimento,D,3525,14.59,0,0.1,5uwCe5Dl-Kedj,Y,3
u9Z5xZ7P-idUQ,28,85100,Hipotecada,12,dXt9vJ03-EnYZ,Educação,A,8000,7.51,0,0.09,ZEXq2y28-hULd,N,8
EYYhhs5s-ezHQ,28,80004,Hipotecada,5,OjaiQWgs-AShG,Médico,A,12000,6.91,0,0.15,s7CLEkzE-c9Bc,N,6
83hAnCYG-H6PL,25,67000,Hipotecada,0,xjiGhAdf-J923,Educação,A,7000,8.63,0,0.1,YHWQMITN-w5dL,N,3
Qzu0sWqd-TGkg,42,82000,Aluguel,6,RXxuzHqn-Uvfg,"Quitação de dividas",B,22000,10.99,0,0.27,hdZ2TIpb-yzaJ,N,12
0veLnCE1-qz7p,41,47000,Própria,2,AbGMxS3c-g0Xh,Pessoal,A,14000,7.88,0,0.3,GlZmLxMK-IaJm,N,12
sNGdA2Zz-eyQa,24,140000,Hipotecada,8,sL9HPN92-gs2Q,"Melhoramento do lar",B,25000,10.36,0,0.18,DTobKoex-oq6T,N,2
sE5a3kmI-Sdz1,32,33280,Hipotecada,6,GKUGuoSx-PIu0,"Melhoramento do lar",B,2400,10.59,0,0.07,ira9KDgI-zcT9,N,10
9d0RMa0y-yL6y,25,40000,Hipotecada,6,rw5JqOHa-EwaY,Pessoal,C,5000,12.61,0,0.13,AqNUTFZ8-3eom,Y,4
YqgJKiAl-UEl6,24,57000,Hipotecada,0,ntCJBIS0-ct94,"Quitação de dividas",B,2400,12.69,0,0.04,K5B66zJ7-WkSX,N,4
yxc22mUx-fGXg,27,30000,Aluguel,2,OYIS32uM-3Ik1,"Quitação de dividas",B,7000,10.37,0,0.23,jZ1fDZTX-2CYy,N,7
8M1xAaF0-gBJl,24,75000,Hipotecada,3,FJky53Un-eEAo,"Melhoramento do lar",B,3000,11.11,0,0.04,yJEfU1DQ-DoPn,N,3
xaL5EIue-oEKA,23,96000,Hipotecada,2,QjGM7xBv-GJ8g,Médico,A,12000,7.49,0,0.13,YSd0UN3j-OA8G,N,4
DYZE3jyG-tSYi,26,49493,Hipotecada,6,cANAIRLq-4JW7,Investimento,C,15250,13.11,1,0.31,PUkjDDQ6-JSZK,Y,3
muSdOnlD-8acZ,29,46000,Aluguel,4,jbwgL1Kj-RYJc,Médico,B,12000,10.74,0,0.26,P830mvgn-WxWB,N,10
kwzhtFfc-gGuS,46,305000,Hipotecada,22,fn52jaUo-BjgQ,Investimento,E,20000,17.93,0,0.07,m1d7zgdX-H3Q5,N,13
4aNH1p6C-DiLu,25,57000,Aluguel,0,mkeWNMs0-hskA,Educação,C,15000,13.85,0,0.26,a9frldSp-snyJ,N,4
XNxhDwUz-sP3L,28,31000,Aluguel,7,czAMGYg6-Z60D,Médico,D,3600,14.11,1,0.12,BOLt0cwk-W5Ed,Y,8
07w0uHDW-vMqc,35,42000,Aluguel,6,QDj5ZNsh-t85m,Médico,A,5000,6.99,0,0.12,ZHe0uBfK-TjCg,N,10
vSlfQXeZ-MdKP,25,60000,Aluguel,0,FdJqX4NN-c4rg,"Quitação de dividas",B,7000,9.25,0,0.12,ACiom1nH-NO0s,N,4
GIWZaxGe-rfyj,29,83000,Hipotecada,13,LF9xUFyy-eu7m,"Melhoramento do lar",A,7500,8.9,0,0.09,PPrRUlSO-Ycy9,N,6
q5R9W9qy-FttT,30,45000,Hipotecada,11,Q6Sil8n3-FhBO,Médico,A,2500,6.76,0,0.06,buoW8745-cMNp,N,10
OzsnPo6z-Irw2,27,18000,Aluguel,2,m2knercx-yufc,Pessoal,D,2500,14.74,1,0.14,UYaIvf9m-Gb98,N,8
LoDJWYhk-Nkn3,25,45000,Hipotecada,4,B2wzGFH0-gvs7,Médico,A,5000,7.88,0,0.11,2YtEeTsK-v8iK,N,3
04039kHJ-uCxY,24,30000,Aluguel,5,I2Win7ik-EgjH,Educação,A,4800,6.99,0,0.16,AdUGJPWS-p00d,N,4
PkaAmMnW-QcEF,22,60000,Aluguel,1,76HeFyDw-wxJ7,Pessoal,C,7000,14.65,0,0.12,SDRfWgZv-WTb6,N,2
6j4vbUUO-lxkw,25,55000,Hipotecada,3,aMhlzdCd-aNsl,Educação,D,5000,15.99,0,0.09,juF7e567-QjmW,N,4
4BZAk43S-uSJw,22,39996,Aluguel,2,OsPrtryK-b4SP,Pessoal,A,8000,7.14,0,0.2,fvUOgK4z-4Ggn,N,4
bcUJKk0N-XDnY,43,39000,Hipotecada,12,ySaaztZ5-9Xf1,Investimento,B,8000,9.99,0,0.21,686oGiE3-sHDF,N,16
7u0KHuqY-Zqg4,26,72000,Aluguel,0,duva5oEx-smTU,"Quitação de dividas",B,9000,10.74,0,0.13,9br8bBdf-51IX,N,2
0l9QXx8k-gMbj,22,40000,Aluguel,2,FOg2fEbM-se5C,"Quitação de dividas",B,12000,10.99,0,0.3,5vsiYTzL-7Jfs,N,2
YqxapIbr-pCUr,26,75000,Hipotecada,6,10LqD16A-x1Ll,Médico,A,13000,6.99,0,0.17,Uodw1MiU-Di82,N,2
nd6uL3CG-5d73,31,201000,Hipotecada,3,tgZpgi72-jXtF,"Melhoramento do lar",B,15000,11.12,0,0.07,oT2T4jGL-RUdZ,N,9
DBtnrplq-uM6a,22,44000,Aluguel,4,eqdzCkR2-K67f,Investimento,A,8500,5.42,0,0.19,Dn1GgEfo-B1Qd,N,4
TTlQ1C0w-n9bD,22,72000,Própria,6,DxxYRGN6-0avB,Educação,B,16000,10.37,0,0.22,tKukALQ3-4FWE,N,2
Ustb0p34-tIFY,24,95000,Própria,8,lxcTpNso-p8HO,Pessoal,C,4800,13.43,0,0.05,UFhMSknO-Bi9E,N,3
0PnewT2s-g9AM,36,31000,Aluguel,2,UpZr4hyH-RFbA,Médico,D,8000,14.11,1,0.26,qSWIHG6h-rPaj,N,12
8wjE8EOr-fpPe,28,77385,Aluguel,3,YTZODNC7-xmU1,Médico,A,6000,7.66,0,0.08,7WeC4Bzk-2AFT,N,6
PDavunsB-S8WH,24,35000,Aluguel,2,OyHAxtOr-0mMe,Médico,B,16000,11.71,1,0.46,kzn5eGdW-xgf4,N,3
WoLSK1m9-14OD,25,30000,Aluguel,2,al6djhut-a4U7,Médico,B,2000,10.38,0,0.07,I8s6Hngv-roK8,N,3
pIJKgsvc-rK2r,23,72000,Aluguel,7,EFsJIfIX-OFQt,Investimento,B,5600,11.12,0,0.08,m9Ym5mbO-HDp8,N,2
kQf0Tsaf-zl1F,22,55000,Hipotecada,5,Tum2lkFm-K0uR,Educação,D,11100,16.77,0,0.2,evNwc6Sj-0F0X,N,2
qGI4OAeG-9ynU,22,89004,Aluguel,7,EaXIXKbM-jHWm,"Quitação de dividas",A,17000,9.63,0,0.19,grSRJq7x-Mthu,N,4
Qw0WtLqQ-jYFe,21,104000,Hipotecada,5,Q5A8H2Rl-TPUU,Educação,A,15000,9.63,0,0.14,vaSe56cd-nHdw,N,4
Em6vQPje-M8N4,37,74568,Aluguel,0,tjsSIJAD-Z06p,Investimento,C,6000,14.26,0,0.08,qJldUXTY-cmGh,N,17
FK4gmLCh-J677,30,70000,Hipotecada,15,sYgcrRYZ-MOSB,Pessoal,A,12250,7.51,0,0.17,RecQxsbq-wLi8,N,6
jtXgllf7-0J9l,27,52000,Hipotecada,7,IjlOmj22-v4uZ,"Quitação de dividas",A,5000,7.75,0,0.1,Omiv8vxY-BrSq,N,7
PWs9fJnz-h358,34,220000,Hipotecada,6,Mch0xHmm-bu2C,"Quitação de dividas",B,7350,11.99,0,0.03,kg5ijfTD-pT9G,N,6
eEMLln87-gokl,24,35000,Hipotecada,2,aYAQ31wo-xX6b,"Melhoramento do lar",A,7500,7.9,0,0.21,JifO1A5I-Rdvt,N,3
88WppT0l-L48t,26,115000,Hipotecada,3,mCoeHZJc-OXf5,Educação,C,20000,13.16,0,0.17,vJvT7Pd2-x2N5,Y,2
3m5C4d57-XEKG,34,96000,Própria,2,L5ET8XnS-beYz,Investimento,B,12000,11.99,0,0.13,SJULbdBB-JKM3,N,6
qIDunm0B-T6Cl,25,61959,Aluguel,9,1wmu226h-Jb5j,Médico,C,25000,12.73,1,0.4,UDL0RWY1-jw4p,N,2
YPFKFhsM-k2C9,24,150000,Hipotecada,8,mbaQKEcc-Y3qt,Investimento,B,24000,10.99,0,0.16,IGxN2UFK-l5f6,N,3
edJJKB4d-3KWF,31,96000,Própria,3,bsRu7N4I-6hTX,Pessoal,B,10000,9.99,0,0.1,5etUSwix-EwwO,N,6
XE7lkUUx-uuR3,27,49000,Aluguel,11,y56sjsCa-aOWB,"Quitação de dividas",B,25000,11.36,1,0.51,2ok6zt1L-EiRs,N,5
QwazRtvd-2vis,29,70000,Própria,13,Q421I7AY-u93S,Investimento,A,13000,6.91,0,0.19,rb14lIo6-2HEg,N,8
ykxgqx75-ejTu,27,75000,Aluguel,0,lJLP83MG-wrk2,"Quitação de dividas",C,20000,13.49,0,0.27,QGJJe8Jn-kItu,N,7
ScGbArxa-rLzs,23,78000,Aluguel,2,WbI3Cehx-9A66,Investimento,D,25000,16.32,1,0.32,E7FKt0xW-fxmc,Y,3
TYIlUO1F-F3NZ,49,41869,Hipotecada,8,Hx5klLUk-aa5h,Educação,A,8000,7.14,0,0.19,ge2GhDCb-NCYy,N,15
AIHKgzRq-LeYk,24,52000,Aluguel,4,cOqolrZc-HZFX,"Quitação de dividas",A,3500,7.68,0,0.07,euUMaUuv-tjy1,N,2
eFmXJ0lz-xiMJ,29,75000,Própria,3,on75jMq6-0Xnj,"Melhoramento do lar",A,12000,7.51,0,0.16,Of7Eg0vB-omwp,N,8
Fkqj3swY-cfNp,24,48000,Própria,5,SKZWELqi-ltyw,Investimento,A,4400,5.99,0,0.09,xr6LuNeL-l6AL,N,4
WqYS1Jeg-XCxj,29,36000,Aluguel,5,xwr7641C-elJp,Médico,A,3075,5.42,0,0.09,hu1oQXZW-4LTc,N,5
Zw6PDHrM-Ycnq,29,144000,Hipotecada,4,mtouFnBg-GSu8,"Quitação de dividas",C,5000,13.06,0,0.03,tYTQOHao-TuMA,N,7
EupdwS8k-uKKp,47,37000,Hipotecada,6,cYEGJKrc-p31r,"Melhoramento do lar",A,7400,8,0,0.2,d4yD61h3-vDlU,N,15
O4TEBfvY-LrNx,23,95000,Hipotecada,7,D5qmCZgu-Bm6t,Educação,A,35000,7.9,0,0.37,GNa32tEc-DRF8,N,2
2iPLL4H7-OG2b,27,44000,Aluguel,5,hQZiE6ty-ljwR,"Melhoramento do lar",E,5000,16.35,1,0.11,TO8BZ0j3-rfJF,Y,6
Zdw9ydUX-5uEu,38,106000,Hipotecada,4,oGnxNXSl-MbOC,"Melhoramento do lar",C,5000,12.99,0,0.05,Mmm1vROb-AJ4D,Y,12
vlxk8MY5-7hWa,30,49000,Própria,3,Xc1B093a-OZOR,Médico,A,3500,6.99,0,0.07,tUAH2RvY-efph,N,5
8ejOBzqm-UN8K,24,48000,Hipotecada,4,TafKbS9F-zRK5,Médico,B,4200,11.99,0,0.09,zHPpMduC-Ul1G,N,4
Y3IuN5Uh-cTLD,24,35000,Aluguel,1,pMt6LoOr-2yYR,"Quitação de dividas",A,12000,6.54,1,0.34,0lGW7wJk-UO7X,N,2
CQj5Axo0-Qtad,28,33280,Aluguel,6,WDIavvk8-r7d3,Pessoal,A,12000,7.66,1,0.36,QDfGwhJo-If9I,N,9
Ol65wqcT-zPnc,26,70000,Aluguel,10,fSrq3aQq-RpmX,"Melhoramento do lar",A,8000,7.9,0,0.11,NFZp5FrQ-BACt,N,4
9T9X0djI-vNKT,39,70000,Aluguel,8,5MWLwmWx-X4nw,Médico,A,16000,7.9,0,0.23,EQYOntjb-cZuy,N,14
0kdaAgyL-hLv0,23,95004,Hipotecada,4,Pjp8zATw-mRxO,Investimento,A,10000,7.51,0,0.11,TdcihUDZ-gA6C,N,4
dxHGzbaL-NSPe,21,36120,Aluguel,5,CyyiIzUB-NYGU,Investimento,B,9000,10.39,0,0.25,IftmLdS4-Qf1y,N,2
TQWCrNJw-kitU,24,41004,Aluguel,8,775Xfj8H-DhHW,Educação,A,6000,7.68,0,0.15,C5tN1sda-s5g0,N,4
wrmcvxtY-Jk0A,23,51000,Aluguel,3,7ACZ0DvU-fi6D,Educação,C,12000,12.99,0,0.24,GN1KmHZW-YG74,N,3
XqMqfaoK-6SHf,35,48000,Aluguel,0,tJMBBpv9-NkRN,"Quitação de dividas",C,3400,13.06,0,0.07,FlYDDZGU-lsFW,N,9
lK0faNvK-PoTR,22,55000,Aluguel,6,eXet2Oye-wrbZ,Investimento,C,10000,15.27,0,0.18,0Kj7hCj5-JZgt,N,3
ne0nHwfn-wUTX,26,52000,Própria,10,PrAWoPyP-bNMw,"Quitação de dividas",D,5000,15.65,0,0.1,ZycHkEvD-ObkA,Y,4
tILPOsJb-rdz8,23,45000,Aluguel,7,Rm4amXyI-JTYx,Investimento,D,4000,16.32,0,0.09,Y8jTj1JD-cHTu,Y,2
9lLFd2Yb-8pPA,23,40000,Hipotecada,7,gAAfT5CX-YkLn,Educação,B,3500,12.21,0,0.09,H5TQtI7R-SvCu,N,3
2U1ujpw6-g05s,26,107900,Hipotecada,10,1uzP5Lj1-yZr7,Médico,A,16500,8.94,0,0.15,4SCKaOsJ-lQ2b,N,3
dAMg5K1P-f69w,21,49000,Aluguel,5,IsCffwCR-TOKg,Investimento,A,12500,7.49,0,0.26,ThLyeeqJ-DWSw,N,4
Y5fcNo2z-vJMS,41,19200,Aluguel,2,2ED507FR-byWE,Médico,D,2950,16.49,1,0.15,spnj908Q-mqha,Y,12
NQw2x9v9-EP1z,27,190000,Aluguel,5,xMp3HI17-vwK1,Investimento,A,22000,6.91,0,0.12,yzkG672a-JthO,N,8
EEkjouBX-UY6C,25,53004,Própria,9,7sDtbETL-gEgf,Educação,B,2000,10.75,0,0.04,f6n5Ytb5-4Tkm,N,4
RR5IOREy-HHSg,23,56000,Hipotecada,6,E9uhWWz0-AnRb,"Quitação de dividas",A,5500,7.51,0,0.1,Fk3cMhbJ-rogG,N,4
obmU3CrZ-E9sx,22,110500,Hipotecada,1,Cb8ii3rh-LYp4,Médico,B,12250,11.26,0,0.11,SxMbrrob-xlJD,N,4
sCCMs7jU-sr1g,25,36000,Hipotecada,3,AhgUBTG4-niGv,Médico,A,5300,7.49,0,0.15,fQM2Kv5k-fg8C,N,3
NZYJHHAB-HkMR,26,130000,Aluguel,0,jbCuEdAa-iqOd,"Melhoramento do lar",C,4550,13.57,0,0.04,2C2Xb6B6-e1jr,Y,2
Ej9uqnnA-cGfr,24,85000,Aluguel,0,gDSRPPGY-hsyg,Educação,A,16000,6.91,0,0.19,ZUrsnkAO-q7G2,N,2
AFS9muYE-ngtm,29,14500,Aluguel,1,xhvGWDnk-o8Tw,Educação,C,3600,13.61,1,0.25,bzueKqqY-HZxv,Y,7
4pBttOeX-iIyY,41,30000,Aluguel,3,AA1L74FO-R8mP,Pessoal,A,8875,5.42,0,0.3,0hxT3oSd-1i6R,N,16
wtIztzEu-P1Tt,26,47000,Aluguel,1,InDtRXE7-E2qw,Educação,A,5000,7.14,0,0.11,jvW53S48-7P4M,N,4
Q87EQ9vw-c1xk,23,47000,Hipotecada,7,USY5BvOT-nUMl,"Quitação de dividas",C,13850,12.68,0,0.29,vxhCdLF6-wk7z,Y,4
GfqIrvg8-nMJJ,26,30000,Aluguel,5,fk9s5Ljf-0xIb,"Quitação de dividas",A,19075,7.49,1,0.64,Uaz4zfrH-haZe,N,3
dYbyZmxh-fwKJ,22,60000,Aluguel,3,p5f3SbN7-DsnB,Pessoal,C,5000,14.22,0,0.08,FGaLPLGk-Z9qE,N,4
MidqM92c-eqfo,29,84000,Aluguel,3,GlrbEi0l-Ei9A,Médico,B,6000,11.49,0,0.07,GFctvxUI-t4Hu,N,6
C0qyZtB4-aapD,27,84000,Hipotecada,3,Q7cS38Qf-o2bF,"Quitação de dividas",A,7000,7.29,0,0.08,SdjuWzs6-A91B,N,5
Da44Ax0S-idJr,24,32004,Aluguel,2,lKKNfZwM-rmbZ,Pessoal,D,6000,14.84,1,0.19,dGOgdRfd-MNPb,N,4
lDgsd8tS-tFIM,24,135000,Hipotecada,4,uddw8ySN-K3Qr,Médico,A,25000,7.49,0,0.19,YZPNQoNr-z63N,N,2
y8Ki7z4i-bBTA,24,86000,Hipotecada,0,cnQIziFC-p3xa,Pessoal,B,20000,10.99,1,0.23,CKvSDY6o-z9bF,N,4
EtRzLJZF-ZKn5,34,39672,Aluguel,18,OmPyDWlk-kEhq,Educação,C,16750,13.98,1,0.42,LZ1Qoirf-iF6J,N,9
yOYgUfk9-eSQt,43,108639,Hipotecada,3,8F60y7wO-ND3m,Médico,B,18000,10.75,0,0.17,eXjayjfc-acey,N,13
